"","Age","Gender","OwnHome","Married","Location","Salary","Children","History","Catalogs","AmountSpent"
"911",1,2,"Rent",2,"Close",60400,1,"Medium",6,791
"912",1,2,"Own",1,"Close",102700,3,NA,12,1473
"913",1,2,"Own",1,"Close",100100,2,NA,6,1597
"914",1,2,"Rent",2,"Close",54400,0,"Medium",6,1150
"915",1,2,"Rent",1,"Close",105600,3,"Low",6,304
"916",2,1,"Own",1,"Far",57900,0,"High",12,1693
"917",3,2,"Own",2,"Close",31500,3,"Low",18,269
"918",1,1,"Rent",1,"Far",60100,1,"High",18,1430
"919",1,2,"Rent",1,"Close",87400,2,NA,18,2729
"920",1,2,"Own",1,"Close",117900,0,"High",6,1760
"921",1,2,"Own",2,"Close",48800,1,"Medium",24,1271
"922",1,1,"Own",1,"Close",67900,3,"Low",12,356
"923",2,2,"Rent",1,"Far",66200,0,NA,6,1024
"924",1,2,"Rent",1,"Close",88000,2,"Medium",6,524
"925",1,2,"Rent",1,"Close",94200,1,"High",18,1211
"926",3,1,"Rent",2,"Close",29200,3,NA,6,636
"927",3,2,"Rent",2,"Far",15300,0,"Low",24,645
"928",3,2,"Rent",2,"Far",17500,0,"Low",18,472
"929",2,2,"Own",1,"Close",168800,0,"High",6,1512
"930",1,2,"Rent",2,"Far",40200,0,"High",18,1634
"931",3,2,"Rent",2,"Close",28400,3,"Low",18,182
"932",1,2,"Rent",1,"Far",72200,3,"Medium",18,1042
"933",1,1,"Own",2,"Far",55200,0,"High",18,1714
"934",1,1,"Rent",2,"Close",44600,0,"Medium",18,966
"935",1,2,"Own",2,"Close",58400,0,"Medium",12,829
"936",1,1,"Own",2,"Close",67800,1,"Medium",6,680
"937",2,1,"Own",2,"Close",25500,0,"Low",18,636
"938",3,1,"Rent",2,"Far",20000,3,"Low",6,182
"939",1,2,"Rent",2,"Far",52600,1,NA,18,1773
"940",1,2,"Rent",1,"Far",97600,1,NA,12,2902
"941",2,2,"Own",1,"Close",23400,0,"Low",6,348
"942",1,1,"Own",1,"Close",102500,3,"Low",12,548
"943",1,1,"Own",1,"Far",52300,1,"High",18,2034
"944",1,2,"Rent",2,"Far",65400,0,"High",12,2296
"945",3,2,"Rent",2,"Close",19600,0,"Low",12,395
"946",2,2,"Own",1,"Far",37000,0,"Medium",12,850
"947",3,1,"Rent",2,"Far",13200,0,NA,18,512
"948",1,2,"Rent",2,"Close",63800,1,"Medium",24,1622
"949",2,1,"Rent",2,"Far",22600,0,NA,12,865
"950",2,1,"Own",2,"Close",37300,0,"Medium",6,673
"951",3,2,"Rent",2,"Far",14900,1,NA,12,422
"952",1,1,"Own",2,"Close",36700,1,NA,6,529
"953",1,2,"Own",2,"Close",63200,0,"High",24,1932
"954",2,2,"Own",1,"Close",77300,0,"High",18,1853
"955",1,2,"Rent",2,"Close",43100,1,NA,12,1224
"956",1,1,"Rent",2,"Far",44800,1,"Medium",6,666
"957",2,1,"Rent",1,"Close",70900,0,"High",24,1685
"958",1,1,"Rent",2,"Far",38200,0,"Medium",24,1476
"959",3,1,"Rent",2,"Far",18400,1,"Low",6,319
"960",1,1,"Rent",2,"Close",40700,3,"Low",18,232
"961",2,2,"Own",2,"Close",71300,0,"High",18,1543
"962",1,1,"Rent",2,"Close",36400,2,"Low",18,506
"963",3,2,"Rent",2,"Close",15400,0,"Low",6,172
"964",1,2,"Own",2,"Far",39100,1,"Medium",12,1001
"965",1,2,"Rent",2,"Close",43800,0,"Medium",12,606
"966",3,2,"Rent",2,"Far",25300,0,"Medium",12,591
"967",2,2,"Rent",1,"Close",71800,0,"High",12,1389
"968",1,2,"Own",2,"Close",73200,0,"High",24,2177
"969",1,2,"Own",1,"Far",79000,1,"High",18,2279
"970",1,1,"Rent",1,"Close",75200,1,NA,24,2702
"971",3,1,"Rent",2,"Close",25300,3,NA,6,510
"972",2,1,"Own",1,"Close",43600,0,"Medium",12,1047
"973",1,2,"Own",1,"Close",83600,2,"Medium",6,538
"974",1,1,"Own",2,"Far",56200,0,"High",18,1546
"975",3,2,"Rent",1,"Close",45500,0,"Medium",6,754
"976",1,2,"Own",1,"Close",99300,1,"High",12,1504
"977",1,2,"Own",1,"Far",108000,3,"High",24,1849
"978",1,1,"Own",1,"Far",84900,1,"High",24,3072
"979",1,2,"Own",1,"Far",93000,3,"High",6,1046
"980",1,1,"Own",1,"Close",82000,0,"High",18,1800
"981",2,1,"Own",2,"Close",33000,3,NA,6,700
"982",1,1,"Own",2,"Close",36900,2,"Low",24,514
"983",1,1,"Rent",2,"Close",33200,1,NA,6,320
"984",3,2,"Rent",1,"Close",49300,0,NA,24,1692
"985",2,2,"Rent",1,"Far",66200,0,"High",24,2057
"986",1,2,"Own",1,"Far",96800,2,"High",18,2299
"987",2,2,"Own",2,"Close",63200,0,"High",24,1507
"988",2,2,"Own",1,"Far",112900,0,"High",24,6217
"989",1,1,"Rent",2,"Close",32100,2,"Low",24,405
"990",1,2,"Own",1,"Far",102700,1,"High",18,3785
"991",1,2,"Own",1,"Close",123800,2,NA,18,3537
"992",2,1,"Rent",2,"Far",11700,0,"Low",18,540
"993",1,2,"Own",1,"Close",101700,1,NA,6,941
"994",1,1,"Own",1,"Far",99200,0,"High",24,5503
"995",3,2,"Rent",2,"Close",17600,0,NA,6,273
"996",3,1,"Rent",2,"Close",19400,1,NA,18,384
"997",1,2,"Rent",2,"Far",40500,1,NA,18,1073
"998",2,2,"Own",2,"Close",44800,0,"Medium",24,1417
"999",1,2,"Own",1,"Close",79000,2,"Medium",18,671
"1000",3,2,"Rent",1,"Close",53600,1,"Medium",24,973
